,feature_id,map_name,database_name,state,similarity,,,,,,,,,,,,,,,,,,,,
8761,103150,Talladega City School District,,AL,0.594594595,,,,,,,,,,,,,,,,,,,,
8762,103180,Talladega County School District,Talladega County Schools,AL,0.621621622,,,,,,,,,,,,,,,,,,,,
8763,103240,Tallassee City School District,,AL,0.594594595,,,,,,,,,,,,,,,,,,,,
8764,103300,Thomasville City School District,Thomasville City Schools,AL,0.65,,,,,,,,,,,,,,,,,,,,
8765,103360,Tuscaloosa City School District,Tuscaloosa City Schools,AL,0.611111111,,,,,,,,,,,,,,,,,,,,
8766,103390,Tuscaloosa County School District,Tuscaloosa County School System,AL,0.581395349,,,,,,,,,,,,,,,,,,,,
8767,103420,Tuscumbia City School District,Tuscumbia City Schools,AL,0.6,,,,,,,,,,,,,,,,,,,,
8768,103450,Walker County School District,Walker County Public School System,AL,,,,,,,,,,,,,,,,,,,,,
8769,103480,Washington County School District,Washington County Schools,AL,,,,,,,,,,,,,,,,,,,,,
8770,103510,Wilcox County School District,,AL,,,,,,,,,,,,,,,,,,,,,
8743,102310,Marion County School District,,AL,,,,,,,,,,,,,,,,,,,,,
8702,100930,Covington County School District,Covington County Schools,AL,0.621621622,,,,,,,,,,,,,,,,,,,,
8742,102250,Marengo County School District,Marengo County Schools District,AL,0.857142857,,,,,,,,,,,,,,,,,,,,
8740,102160,Lowndes County School District,Lowndes County Public Schools,AL,,,,,,,,,,,,,,,,,,,,,
8713,101230,Dothan City School District,Dothan City Schools,AL,0.6,,,,,,,,,,,,,,,,,,,,
8714,101740,Henry County School District,Henry County School District,AL,1,,,,,,,,,,,,,,,,,,,,
8715,101260,Elba City School District,,AL,0.666666667,,,,,,,,,,,,,,,,,,,,
8716,101290,Elmore County School District,Elmore County Schools,AL,0.631578947,,,,,,,,,,,,,,,,,,,,
8717,101350,Escambia County School District,Escambia County Schools,AL,,,,,,,,,,,,,,,,,,,,,
8718,101410,Eufaula City School District,Eufaula City Schools,AL,0.611111111,,,,,,,,,,,,,,,,,,,,
8719,101470,Fayette County School District,Fayette County Schools District,AL,0.857142857,,,,,,,,,,,,,,,,,,,,
8720,103540,Winfield City School District,,AL,0.567567568,,,,,,,,,,,,,,,,,,,,
8721,101530,Florence City School District,Florence City Schools,AL,0.588235294,,,,,,,,,,,,,,,,,,,,
8722,101560,Fort Payne City School District,Fort Payne City Schools,AL,0.611111111,,,,,,,,,,,,,,,,,,,,
8723,101590,Franklin County School District,Franklin County Schools,AL,,,,,,,,,,,,,,,,,,,,,
8724,101620,Gadsden City School District,Gadsden City Schools,AL,0.583333333,,,,,,,,,,,,,,,,,,,,
8725,101640,Geneva City School District,Geneva City Schools,AL,,,,,,,,,,,,,,,,,,,,,
8726,101660,Geneva County School District,,AL,0.605263158,,,,,,,,,,,,,,,,,,,,
8727,101680,Greene County School District,,AL,,,,,,,,,,,,,,,,,,,,,
8728,101710,Hale County School District,,AL,0.685714286,,,,,,,,,,,,,,,,,,,,
8729,101730,Hartselle City School District,Hartselle City Schools,AL,0.6,,,,,,,,,,,,,,,,,,,,
8730,101760,Homewood City School District,Homewood City Schools,AL,0.588235294,,,,,,,,,,,,,,,,,,,,
8731,101770,Houston County School District,,AL,,,,,,,,,,,,,,,,,,,,,
8732,101800,Huntsville City School District,Huntsville City Schools,AL,0.666666667,,,,,,,,,,,,,,,,,,,,
8733,102220,Madison County School District,Madison City School District,AL,0.771428571,,,,,,,,,,,,,,,,,,,,
8734,101890,Jasper City School District,Jasper City Schools,AL,0.6,,,,,,,,,,,,,,,,,,,,
8735,101950,Lamar County School District,Lamar County Schools,AL,,,,,,,,,,,,,,,,,,,,,
8736,102040,Lawrence County School District,Lawrence County Schools,AL,,,,,,,,,,,,,,,,,,,,,
8737,102070,Lee County School District,Lee County Schools,AL,,,,,,,,,,,,,,,,,,,,,
8738,102100,Limestone County School District,,AL,0.595238095,,,,,,,,,,,,,,,,,,,,
8739,102130,Linden City School District,,AL,,,,,,,,,,,,,,,,,,,,,
8741,102190,Macon County School District,Macon County Schools,AL,,,,,,,,,,,,,,,,,,,,,
8701,102820,Randolph County School District,Randolph County School System,AL,,,,,,,,,,,,,,,,,,,,,
8696,100840,Colbert County School District,Colbert County Schools,AL,0.625,,,,,,,,,,,,,,,,,,,,
8699,101140,DeKalb County School District,DeKalb County Schools,AL,,,,,,,,,,,,,,,,,,,,,
8650,100060,Andalusia City School District,Andalusia City Schools,AL,0.6,,,,,,,,,,,,,,,,,,,,
8651,100090,Anniston City School District,Anniston City Schools,AL,0.621621622,,,,,,,,,,,,,,,,,,,,
8652,100100,Arab City School District,,AL,0.636363636,,,,,,,,,,,,,,,,,,,,
8653,100120,Athens City School District,Athens City Schools,AL,,,,,,,,,,,,,,,,,,,,,
8654,100180,Attalla City School District,,AL,0.611111111,,,,,,,,,,,,,,,,,,,,
8700,101720,Haleyville City School District,Haleyville City Schools,AL,0.710526316,,,,,,,,,,,,,,,,,,,,
8649,103210,Tallapoosa County School District,Tallapoosa County Schools,AL,0.631578947,,,,,,,,,,,,,,,,,,,,
8656,102520,Muscle Shoals City School District,Muscle Shoals City Schools,AL,0.641025641,,,,,,,,,,,,,,,,,,,,
8658,100188,Chickasaw City School District,City of Chickasaw School System,AL,0.552631579,,,,,,,,,,,,,,,,,,,,
8659,100190,Alabaster City School District,Alabaster City Schools,AL,0.6,,,,,,,,,,,,,,,,,,,,
8660,100189,Satsuma City School District,Satsuma City Schools,AL,0.705882353,,,,,,,,,,,,,,,,,,,,
8661,100194,Pelham City School District,Pelham City Schools,AL,,,,,,,,,,,,,,,,,,,,,
8662,100210,Auburn City School District,Auburn City Schools,AL,,,,,,,,,,,,,,,,,,,,,
8663,100240,Autauga County School District,Autauga County School System,AL,0.58974359,,,,,,,,,,,,,,,,,,,,
8657,103120,Sylacauga City School District,,AL,0.621621622,,,,,,,,,,,,,,,,,,,,
8664,100270,Baldwin County School District,Baldwin County Public Schools,AL,,,,,,,,,,,,,,,,,,,,,
8648,101200,Demopolis City School District,Demopolis City Schools,AL,0.6,,,,,,,,,,,,,,,,,,,,
8646,100013,Trussville City School District,Trussville City Schools,AL,0.666666667,,,,,,,,,,,,,,,,,,,,
8632,100195,Pike Road City School District,Pike Road Schools,AL,0.575,,,,,,,,,,,,,,,,,,,,
8633,100001,Fort Rucker School District,,AL,0.4,,,,,,,,,,,,,,,,,,,,
8634,100003,Maxwell AFB School District,,AL,0.43902439,,,,,,,,,,,,,,,,,,,,
8635,100005,Albertville City School District,Albertville City Schools,AL,0.65,,,,,,,,,,,,,,,,,,,,
8636,100006,Marshall County School District,Marshall County Schools,AL,,,,,,,,,,,,,,,,,,,,,
8637,100012,Boaz City School District,Boaz City Schools,AL,0.636363636,,,,,,,,,,,,,,,,,,,,
8647,100030,Alexander City City School District,Alexander City Schools,AL,0.583333333,,,,,,,,,,,,,,,,,,,,
8638,101320,Enterprise City School District,Enterprise City Schools,AL,0.611111111,,,,,,,,,,,,,,,,,,,,
8640,101830,Jackson County School District,Jackson County School District,AL,,,,,,,,,,,,,,,,,,,,,
8641,102010,Lauderdale County School District,Lauderdale County School System,AL,,,,,,,,,,,,,,,,,,,,,
8642,103580,Winston County School District,Winston County Schools,AL,0.641025641,,,,,,,,,,,,,,,,,,,,
8643,100007,Hoover City School District,Hoover City Schools,AL,0.6,,,,,,,,,,,,,,,,,,,,
8644,100008,Madison City School District,Madison City School District,AL,1,,,,,,,,,,,,,,,,,,,,
8645,100011,Leeds City School District,Leeds City School District,AL,1,,,,,,,,,,,,,,,,,,,,
8639,101690,Guntersville City School District,Guntersville City Schools,AL,0.634146342,,,,,,,,,,,,,,,,,,,,
8665,100300,Barbour County School District,,AL,,,,,,,,,,,,,,,,,,,,,
8655,100185,Saraland City School District,,AL,0.594594595,,,,,,,,,,,,,,,,,,,,
8667,102350,Midfield City School District,,AL,0.567567568,,,,,,,,,,,,,,,,,,,,
8698,100900,Coosa County School District,Coosa County Schools,AL,0.648648649,,,,,,,,,,,,,,,,,,,,
8697,103000,Sheffield City School District,Sheffield City Schools,AL,0.6,,,,,,,,,,,,,,,,,,,,
8695,100810,Coffee County School District,Coffee County School System,AL,,,,,,,,,,,,,,,,,,,,,
8666,100330,Bessemer City School District,Bessemer City Schools,AL,0.588235294,,,,,,,,,,,,,,,,,,,,
8693,101380,Etowah County School District,Etowah County Schools,AL,0.605263158,,,,,,,,,,,,,,,,,,,,
8692,100750,Clay County School District,Clay County Board of Education,AL,,,,,,,,,,,,,,,,,,,,,
8691,102670,Perry County School District,Perry County Schools,AL,0.714285714,,,,,,,,,,,,,,,,,,,,
8690,100870,Conecuh County School District,Conecuh Board of Education,AL,0.615384615,,,,,,,,,,,,,,,,,,,,
8689,100720,Clarke County School District,Clarke County School District,AL,,,,,,,,,,,,,,,,,,,,,
8688,100690,Choctaw County School District,Choctaw County School System,AL,0.625,,,,,,,,,,,,,,,,,,,,
8687,100660,Chilton County School District,Chilton County Schools,AL,0.641025641,,,,,,,,,,,,,,,,,,,,
8686,100630,Cherokee County School District,Cherokee County Schools,AL,,,,,,,,,,,,,,,,,,,,,
8685,101980,Lanett City School District,Lanett City School District,AL,1,,,,,,,,,,,,,,,,,,,,
8684,100600,Chambers County School District,Chambers County School District,AL,1,,,,,,,,,,,,,,,,,,,,
8683,102760,Piedmont City School District,Piedmont City School District,AL,1,,,,,,,,,,,,,,,,,,,,
8694,100780,Cleburne County School District,Cleburne County School District,AL,1,,,,,,,,,,,,,,,,,,,,
8681,101860,Jacksonville City School District,Jacksonville City School District,AL,1,,,,,,,,,,,,,,,,,,,,
8668,100360,Bibb County School District,Bibb County Schools District,AL,0.84375,,,,,,,,,,,,,,,,,,,,
8669,100390,Birmingham City School District,Birmingham City Schools,AL,0.611111111,,,,,,,,,,,,,,,,,,,,
8670,100960,Crenshaw County School District,Crenshaw County Schools,AL,0.611111111,,,,,,,,,,,,,,,,,,,,
8671,101440,Fairfield City School District,Fairfield City Schools,AL,,,,,,,,,,,,,,,,,,,,,
8673,103270,Tarrant City School District,Troy City School District,AL,0.628571429,,,,,,,,,,,,,,,,,,,,
8674,100420,Blount County School District,Blount County Schools,AL,0.638888889,,,,,,,,,,,,,,,,,,,,
8672,101920,Jefferson County School District,Jefferson County Board of Education,AL,,,,,,,,,,,,,,,,,,,,,
8676,100450,Brewton City School District,Brewton City Schools,AL,0.621621622,,,,,,,,,,,,,,,,,,,,
8677,100480,Bullock County School District,Bullock County Schools,AL,0.6,,,,,,,,,,,,,,,,,,,,
8678,100510,Butler County School District,Butler County Schools,AL,,,,,,,,,,,,,,,,,,,,,
8679,102430,Montgomery County School District,Montgomery Public Schools,AL,0.625,,,,,,,,,,,,,,,,,,,,
8680,100540,Calhoun County School District,Calhoun County Schools,AL,,,,,,,,,,,,,,,,,,,,,
8675,102550,Oneonta City School District,Oneonta City Schools,AL,,,,,,,,,,,,,,,,,,,,,
8682,102635,Oxford City School District,Oxford City Schools,AL,0.6,,,,,,,,,,,,,,,,,,,,
4512,500046,Manila School District,,AR,0.6,,,,,,,,,,,,,,,,,,,,
4515,500047,Trumann Schools,Trumann Public School District,AR,0.361111111,,,,,,,,,,,,,,,,,,,,
4514,514400,Woodlawn School District,Woodlawn School District 6,AR,0.8,,,,,,,,,,,,,,,,,,,,
4513,500028,Star City School District,Star City School District No. 11,AR,0.694444444,,,,,,,,,,,,,,,,,,,,
4508,509330,Mansfield School District,Mansfield School District,AR,1,,,,,,,,,,,,,,,,,,,,
4510,503710,Buffalo Island Central School District,,AR,0.413043478,,,,,,,,,,,,,,,,,,,,
4509,506990,Greenwood School District,,AR,,,,,,,,,,,,,,,,,,,,,
4516,510410,Nemo Vista School District,,AR,0.53125,,,,,,,,,,,,,,,,,,,,
4511,510950,Osceola School District,Osceola School District No. 1,AR,,,,,,,,,,,,,,,,,,,,,
4517,506900,Greenbrier School District,Greenbrier Public Schools,AR,0.486486487,,,,,,,,,,,,,,,,,,,,
4525,509600,McCrory School District,,AR,0.53125,,,,,,,,,,,,,,,,,,,,
4519,509570,Maynard School District,,AR,0.580645161,,,,,,,,,,,,,,,,,,,,
4520,513930,Watson Chapel School District,,AR,0.486486487,,,,,,,,,,,,,,,,,,,,
4521,500009,Corning Public Schools,,AR,0.566666667,,,,,,,,,,,,,,,,,,,,
4522,504370,Rector School District,,AR,0.533333333,,,,,,,,,,,,,,,,,,,,
4523,513080,Greene County Technical School District,,AR,0.450980392,,,,,,,,,,,,,,,,,,,,
4524,510680,North Little Rock School District,North Little Rock School District,AR,1,,,,,,,,,,,,,,,,,,,,
4526,502610,Atkins Public Schools,Atkins Public Schools,AR,1,,,,,,,,,,,,,,,,,,,,
4528,512060,Russellville Schools,Russellville School District No. 14,AR,0.475,,,,,,,,,,,,,,,,,,,,
4527,507620,Hector School District,,AR,0.566666667,,,,,,,,,,,,,,,,,,,,
4507,512450,Siloam Springs Schools,Siloam Springs School District,AR,0.6,,,,,,,,,,,,,,,,,,,,
4518,511610,Pocahontas School District,Pocahontas School District,AR,1,,,,,,,,,,,,,,,,,,,,
4506,506540,Gentry Public Schools,Gentry School District No. 19,AR,0.533333333,,,,,,,,,,,,,,,,,,,,
4616,500023,Newport School District,Newport School District,AR,1,,,,,,,,,,,,,,,,,,,,
4504,509750,Mena Public Schools,,AR,0.571428571,,,,,,,,,,,,,,,,,,,,
4617,502700,Bald Knob School District,,AR,0.529411765,,,,,,,,,,,,,,,,,,,,
4529,505430,Dover School District,,AR,,,,,,,,,,,,,,,,,,,,,
4485,506240,Foreman School District,,AR,0.548387097,,,,,,,,,,,,,,,,,,,,
4486,507860,Horatio School District,,AR,0.548387097,,,,,,,,,,,,,,,,,,,,
4487,506330,Fort Smith Public Schools,Fort Smith Public Schools,AR,1,,,,,,,,,,,,,,,,,,,,
4488,508730,Lavaca Public Schools,Lavaca Public Schools,AR,1,,,,,,,,,,,,,,,,,,,,
4489,504200,Charleston School District,Charleston School District,AR,1,,,,,,,,,,,,,,,,,,,,
4490,504080,Cedarville School District,,AR,0.628571429,,,,,,,,,,,,,,,,,,,,
4491,502250,Alma School District,Alma School District,AR,1,,,,,,,,,,,,,,,,,,,,
4492,513410,Van Buren School District,Van Buren School District No. 42,AR,0.694444444,,,,,,,,,,,,,,,,,,,,
4493,504980,Decatur School District,Decatur School District 17,AR,0.766666667,,,,,,,,,,,,,,,,,,,,
4494,503030,Pea Ridge School District,Pea Ridge School District,AR,1,,,,,,,,,,,,,,,,,,,,
4495,506840,Gravette School District,Bauxite School District,AR,0.545454546,,,,,,,,,,,,,,,,,,,,
4496,506090,Farmington School District,Farmington School District,AR,1,,,,,,,,,,,,,,,,,,,,
4497,508940,Lincoln School District,,AR,0.548387097,,,,,,,,,,,,,,,,,,,,
4498,505760,Elkins School District,Elkins Public Schools,AR,0.566666667,,,,,,,,,,,,,,,,,,,,
4499,511760,Prairie Grove School District,,AR,0.463414634,,,,,,,,,,,,,,,,,,,,
4500,507170,Hackett Public Schools,Hackett School District,AR,0.551724138,,,,,,,,,,,,,,,,,,,,
4501,500049,De Queen School District,,AR,0.580645161,,,,,,,,,,,,,,,,,,,,
4502,506930,Greenland Public Schools,,AR,0.606060606,,,,,,,,,,,,,,,,,,,,
4503,514010,West Fork School District,,AR,0.583333333,,,,,,,,,,,,,,,,,,,,
4505,503060,Bentonville Public Schools,Bentonville School District No. 6,AR,0.484848485,,,,,,,,,,,,,,,,,,,,
4530,504410,Clinton School District,Clinton School District,AR,,,,,,,,,,,,,,,,,,,,,
4532,500067,Cleveland County School District,,AR,0.547619048,,,,,,,,,,,,,,,,,,,,
4703,504740,County Line School District,,AR,0.538461539,,,,,,,,,,,,,,,,,,,,
4689,505550,Earle School District,,AR,0.551724138,,,,,,,,,,,,,,,,,,,,
4688,511700,Pottsville Public Schools,Pottsville School District,AR,0.5,,,,,,,,,,,,,,,,,,,,
4687,508700,Lamar School District,,AR,0.580645161,,,,,,,,,,,,,,,,,,,,
4686,507680,Helena-West Helena School District,,AR,0.45945946,,,,,,,,,,,,,,,,,,,,
4685,504890,Danville School District,,AR,0.636363636,,,,,,,,,,,,,,,,,,,,
4684,506870,Green Forest School District,,AR,0.472222222,,,,,,,,,,,,,,,,,,,,
4683,506060,Camden Fairview School District,,AR,0.538461539,,,,,,,,,,,,,,,,,,,,
4682,508240,Jasper School District,,AR,0.545454546,,,,,,,,,,,,,,,,,,,,
4681,505970,Eureka Springs School District,Eureka Springs Public Schools,AR,0.615384615,,,,,,,,,,,,,,,,,,,,
4680,505410,Dollarway School District,,AR,0.484848485,,,,,,,,,,,,,,,,,,,,
4679,513560,Viola School District,Vilonia School District,AR,0.655172414,,,,,,,,,,,,,,,,,,,,
4678,512090,Salem School District,Salem School District,AR,1,,,,,,,,,,,,,,,,,,,,
4677,506270,Forrest City School District,,AR,0.45945946,,,,,,,,,,,,,,,,,,,,
4676,503150,Berryville Public Schools,,AR,0.5,,,,,,,,,,,,,,,,,,,,
4675,507230,Hampton School District,,AR,0.655172414,,,,,,,,,,,,,,,,,,,,
4674,506210,Fordyce School District,,AR,0.516129032,,,,,,,,,,,,,,,,,,,,
4673,511820,Prescott School District,,AR,,,,,,,,,,,,,,,,,,,,,
4672,503300,Blevins School District,,AR,0.548387097,,,,,,,,,,,,,,,,,,,,
4671,500065,Lafayette County School District,,AR,,,,,,,,,,,,,,,,,,,,,
4670,500044,Magnolia School District,Magnolia Public School District,AR,0.735294118,,,,,,,,,,,,,,,,,,,,
4669,500068,Emerson-Taylor-Bradley School District,,AR,0.375,,,,,,,,,,,,,,,,,,,,
4690,507320,Harmony Grove School District,Harmony Grove Public Schools,AR,,,,,,,,,,,,,,,,,,,,,
4691,512180,Scranton School District,,AR,0.666666667,,,,,,,,,,,,,,,,,,,,
4692,511130,Paris School District,Paris School District,AR,1,,,,,,,,,,,,,,,,,,,,
4693,500019,Batesville School District,,AR,0.647058824,,,,,,,,,,,,,,,,,,,,
4715,512660,Springdale School District,Springdale Public Schools,AR,0.628571429,,,,,,,,,,,,,,,,,,,,
4714,511970,Rogers Public Schools,Rogers Public Schools,AR,1,,,,,,,,,,,,,,,,,,,,
4713,503770,Caddo Hills School District,,AR,0.487179487,,,,,,,,,,,,,,,,,,,,
4712,513110,Texarkana School District,Texarkana School District,AR,1,,,,,,,,,,,,,,,,,,,,
4711,510290,Mulberry School District,,AR,0.515151515,,,,,,,,,,,,,,,,,,,,
4710,506120,Fayetteville School District,,AR,0.594594595,,,,,,,,,,,,,,,,,,,,
4709,511010,Ozark School District,Ozark Public Schools,AR,0.551724138,,,,,,,,,,,,,,,,,,,,
4708,513680,Waldron School District,,AR,0.633333333,,,,,,,,,,,,,,,,,,,,
4707,500405,Cossatot River School District,Cossatot River School District,AR,1,,,,,,,,,,,,,,,,,,,,
4706,508490,Kirby School District,,AR,0.551724138,,,,,,,,,,,,,,,,,,,,
4668,504170,White County Central School District,,AR,0.5,,,,,,,,,,,,,,,,,,,,
4705,503450,Booneville School District,,AR,0.628571429,,,,,,,,,,,,,,,,,,,,
4531,507710,Hermitage School District,,AR,,,,,,,,,,,,,,,,,,,,,
4702,502580,Ashdown School District,Ashdown Public School District,AR,0.727272727,,,,,,,,,,,,,,,,,,,,
4701,509780,Mineral Springs School District,,AR,0.6,,,,,,,,,,,,,,,,,,,,
4700,506360,Fouke School District,,AR,0.551724138,,,,,,,,,,,,,,,,,,,,
4699,504110,Genoa Central School District,,AR,0.447368421,,,,,,,,,,,,,,,,,,,,
4698,509060,Lonoke School District,Lonoke Public School District,AR,0.71875,,,,,,,,,,,,,,,,,,,,
4697,503750,Cabot Public Schools,,AR,0.551724138,,,,,,,,,,,,,,,,,,,,
4696,509270,Mammoth Spring Schools,,AR,0.30952381,,,,,,,,,,,,,,,,,,,,
4695,507770,Highland School District,,AR,,,,,,,,,,,,,,,,,,,,,
4694,500001,DeWitt School District,,AR,0.580645161,,,,,,,,,,,,,,,,,,,,
4704,510260,Mountainburg Schools,,AR,0.444444444,,,,,,,,,,,,,,,,,,,,
4717,505340,Dierks School District,,AR,0.566666667,,,,,,,,,,,,,,,,,,,,
4667,500006,Warren School District,Warren School District,AR,1,,,,,,,,,,,,,,,,,,,,
